"Cylinders","Price","Brand_encoded","Model_encoded","Car_Suv_encoded","UsedOrNew_encoded","Transmission_encoded","DriveType_encoded","FuelType_encoded","ColourExtInt_encoded","Location_encoded","BodyType_encoded","Kilometres_num","age","Price_log"
4,43888,39,361,28,0,1,4,4,207,420,5,78854,6,4.64235568566544
4,26990,22,191,28,0,1,0,1,240,224,5,50765,6,4.43121897519885
4,10999,13,125,28,0,1,0,1,259,112,5,164944,11,4.04139268515823
4,28950,18,200,28,0,1,4,1,207,143,5,104508,5,4.46166356934087
4,10990,20,198,28,0,0,0,1,207,97,5,251398,12,4.04103720786703
4,22980,17,189,4,0,1,0,1,198,198,0,48198,5,4.3613689227436
4,25990,21,228,28,0,1,4,2,159,326,5,102468,8,4.41482298924042
4,20990,23,283,28,0,1,4,1,148,373,5,139022,10,4.3220331286318
4,11999,23,165,13,0,1,0,1,148,160,3,137863,13,4.07918124604763
4,26950,17,217,13,0,1,0,1,148,410,3,40825,8,4.43057488404687
5,34950,29,348,30,0,1,3,2,207,217,4,166220,6,4.54345960606937
4,21990,21,188,4,0,1,0,1,148,165,0,60638,6,4.34224497854712
4,40990,20,198,28,0,1,3,1,219,373,5,16736,3,4.61268851331978
4,46999,18,362,13,0,0,4,3,314,357,3,59357,8,4.67209785793572
4,14995,39,361,28,0,1,3,1,38,97,5,172338,19,4.17597543174951
4,26888,22,191,28,0,1,0,1,211,344,5,46652,4,4.4295746511427
4,44280,33,237,4,0,1,4,3,247,420,0,86237,7,4.64621742001107
4,17980,18,201,28,0,1,4,1,240,296,5,164540,9,4.25481384103487
6,9990,13,83,28,0,1,3,1,62,97,5,148965,15,3.99960895897142
4,29900,21,228,28,0,1,0,1,207,485,5,29471,5,4.4756857129806
4,14995,30,235,12,0,0,0,2,240,97,2,307894,10,4.17597543174951
4,23980,21,188,4,0,1,0,1,207,491,0,68709,5,4.37986728908088
4,16995,20,236,30,0,0,3,2,148,97,4,251723,14,4.23034672241748
4,36888,44,415,28,0,1,4,3,240,388,5,98098,9,4.56689688237865
4,8995,39,210,4,0,1,0,1,240,97,0,304699,18,3.95404944676359
4,41900,50,483,28,0,1,4,2,240,463,5,63725,7,4.62222438786604
4,29980,39,333,30,0,1,2,1,240,198,4,44358,11,4.47684611441083
6,19990,13,175,13,0,1,2,1,247,388,3,172843,9,4.30083451916161
4,25490,21,228,28,0,1,4,2,247,324,5,40029,10,4.40638687297273
6,13990,20,349,28,0,0,3,2,62,373,5,274098,26,4.14584875659054
6,12990,13,175,7,0,1,2,1,173,198,1,286185,11,4.11364258277174
4,23980,21,188,13,0,1,0,1,173,198,3,54177,5,4.37986728908088
4,9990,29,141,4,0,0,0,1,127,185,0,132965,11,3.99960895897142
4,39990,39,333,30,0,1,3,2,269,288,4,140937,7,4.60196226407481
4,20890,17,298,28,0,1,4,2,247,324,5,149662,13,4.31995922907018
4,26990,21,188,4,0,1,0,1,228,478,0,65374,7,4.43121897519885
4,17995,21,288,28,0,1,4,2,240,97,5,195013,12,4.25517598449353
6,10990,29,126,13,0,1,2,1,207,373,3,303453,14,4.04103720786703
4,21950,17,217,13,0,1,0,1,211,217,3,94828,6,4.34145430975306
4,22950,18,159,4,0,1,4,1,211,217,0,72584,7,4.36080161296785
4,80985,39,333,30,0,1,3,2,207,491,4,50,2,4.90840994914717
4,19888,33,237,7,0,1,0,2,136,408,1,141648,10,4.29861294775995
6,16995,44,393,28,0,1,4,2,148,97,5,183862,17,4.23034672241748
4,18988,17,189,4,0,1,0,1,148,373,0,86339,9,4.27850209449388
4,10990,17,189,4,0,1,0,1,207,97,0,174945,16,4.04103720786703
4,18880,23,150,13,0,1,0,1,170,319,3,56608,10,4.27602499223858
6,18999,39,336,28,0,1,0,1,247,540,5,168814,15,4.27875360095283
4,83887,39,481,28,0,1,3,2,207,420,5,48479,4,4.92369984036965
4,19995,17,214,12,0,1,2,2,207,97,2,242132,10,4.30094312808055
4,43555,20,240,28,0,1,0,3,211,327,5,7014,2,4.63904798913487
4,11800,42,267,28,0,1,4,2,219,97,5,181866,15,4.07191881036381
4,15995,20,236,30,0,0,3,2,240,97,4,180805,15,4.20401139546148
4,59880,44,375,28,0,1,4,3,247,525,5,34996,5,4.77728904435731
4,55999,22,241,28,0,1,4,1,148,327,5,1000,2,4.7481880270062
6,8999,45,167,28,0,1,3,3,148,160,5,240953,19,3.95424250943932
4,23990,17,189,4,0,1,0,1,198,224,0,59734,6,4.38004835073693
4,25980,20,198,28,0,1,3,1,240,324,5,129596,7,4.41465586290806
4,53498,45,394,13,0,1,2,2,373,491,3,61435,8,4.72834566429149
4,34900,50,483,28,0,1,4,2,82,217,5,90877,9,4.54283787074887
4,23990,17,189,4,0,1,0,1,228,224,0,56829,6,4.38004835073693
4,18990,21,188,4,0,1,0,1,207,165,0,74263,7,4.27854783377585
4,12999,18,159,13,0,0,4,1,247,373,3,126354,10,4.11394335230684
4,26800,39,306,12,0,1,2,2,207,140,2,142539,10,4.42815099874444
5,15995,41,345,28,0,1,4,2,170,97,5,174208,13,4.20401139546148
4,25950,40,328,30,0,1,2,2,207,217,4,163370,8,4.41415409768021
4,14995,21,228,28,0,1,4,2,198,97,5,208173,15,4.17597543174951
4,49888,39,306,89,0,1,2,1,207,182,6,165455,8,4.69800479881121
4,18888,14,158,4,0,1,0,1,207,344,0,36620,4,4.27620896660486
4,19990,17,111,13,0,1,0,1,228,334,3,72823,9,4.30083451916161
4,10990,14,151,4,0,0,0,1,219,373,0,168715,16,4.04103720786703
4,25990,21,188,13,0,1,0,1,173,224,3,46072,5,4.41482298924042
4,70490,44,415,28,0,1,4,4,240,384,5,69304,4,4.8481336716035
4,23950,29,141,4,0,1,0,1,155,410,0,82338,9,4.37932365075332
4,33900,39,309,28,0,1,0,3,198,463,5,59750,6,4.5302125090608
4,23990,17,189,4,0,1,0,1,247,224,0,50666,6,4.38004835073693
4,27888,17,189,4,0,1,0,2,240,410,0,18611,7,4.44543294229517
4,21990,38,416,28,0,1,3,2,219,373,5,222627,17,4.34224497854712
4,56900,45,455,28,0,1,4,3,207,384,5,40772,8,4.75511989891995
4,22888,21,188,4,0,1,0,1,105,357,0,44161,5,4.35962681915035
5,29280,29,348,30,0,1,3,2,356,420,4,231023,12,4.46658590459489
4,31888,40,328,30,0,0,2,2,159,324,4,58920,9,4.50364090051322
4,36990,45,299,13,0,1,2,3,314,160,3,49843,11,4.5680960720186
4,24990,20,349,28,0,0,3,2,62,373,5,174386,20,4.39778363450951
6,44999,42,405,28,0,1,4,2,219,112,5,101185,9,4.65321251377534
4,76900,45,487,13,0,1,4,3,240,373,3,21402,3,4.88593198728723
4,24995,17,142,4,0,1,0,1,170,97,0,80237,9,4.39787051599537
5,35999,29,348,30,0,1,2,2,159,420,4,95696,8,4.55630250076729
4,14998,20,236,30,0,0,3,2,170,160,4,145731,11,4.17606230512508
4,43990,39,333,30,0,1,3,2,269,385,4,86315,7,4.64336383443755
6,14880,29,93,28,0,1,2,2,228,97,5,206614,12,4.17263211668629
4,17950,29,141,4,0,1,0,1,207,242,0,167037,9,4.25408864691907
4,25900,39,333,30,0,1,2,2,240,296,4,217213,10,4.41331653188427
4,33990,20,236,30,0,1,3,2,314,326,4,180498,7,4.5313639415202
4,19995,18,147,13,0,1,4,3,240,97,3,142114,10,4.30094312808055
4,26990,22,277,30,0,0,3,2,207,238,4,202087,10,4.43121897519885
4,49290,39,333,30,0,1,3,2,269,385,4,85732,6,4.69276762907127
6,13995,39,336,28,0,1,3,1,247,97,5,212527,16,4.14600393381087
4,17490,23,127,4,0,0,0,1,125,388,0,79188,10,4.24281463978553
4,29388,25,278,28,0,1,0,1,155,491,5,31113,4,4.46818480887389
5,34950,29,348,30,0,1,3,2,148,80,4,274408,9,4.54345960606937
4,32980,17,214,12,0,1,2,2,207,105,2,119544,7,4.51826381952857
4,13990,33,152,4,0,1,0,3,100,46,0,46451,13,4.14584875659054
4,10950,13,46,13,0,1,0,1,207,238,3,163197,10,4.03945377896174
4,26990,22,241,28,0,1,0,1,240,334,5,92585,5,4.43121897519885
4,35780,17,298,28,0,1,4,2,240,420,5,86968,5,4.55365247397347
4,54950,17,217,13,0,1,0,1,207,410,3,9868,4,4.73997560013586
4,21990,22,277,30,0,0,3,2,207,238,4,256679,10,4.34224497854712
4,15990,17,102,28,0,1,0,1,211,142,5,140941,12,4.20387562327733
6,22950,45,167,28,0,1,3,3,136,535,5,156890,15,4.36080161296785
4,38888,39,210,4,0,1,0,4,173,568,0,3001,2,4.58982677575055
4,47975,39,333,30,0,1,3,2,207,426,4,106448,8,4.68102403582972
4,19990,21,149,4,0,1,0,1,207,478,0,28204,8,4.30083451916161
4,52800,45,433,7,0,1,2,3,148,535,1,25269,7,4.7226421477302
4,27990,22,277,30,0,0,3,2,207,238,4,192200,7,4.44701841424766
6,15995,29,93,28,0,1,2,2,198,97,5,171996,13,4.20401139546148
4,16888,33,269,7,0,1,0,2,207,87,1,99754,13,4.22760393569659
4,10990,20,236,30,0,0,3,2,207,97,4,254246,18,4.04103720786703
4,24990,22,277,30,0,0,3,2,207,277,4,190494,8,4.39778363450951
4,15995,13,48,4,0,1,0,3,219,97,0,103551,8,4.20401139546148
4,24995,17,214,12,0,0,2,2,207,97,2,185746,8,4.39787051599537
4,80900,45,505,28,0,1,2,3,198,373,5,19989,3,4.90795388986688
4,16995,6,70,30,0,0,3,2,207,67,4,142333,8,4.23034672241748
4,23980,21,188,4,0,1,0,1,198,198,0,57101,5,4.37986728908088
4,27290,22,254,28,0,1,0,1,134,385,5,39765,5,4.43601944943043
4,24990,17,298,28,0,1,4,2,198,224,5,100996,12,4.39778363450951
6,4500,22,7,13,0,1,0,1,211,1,3,228024,19,3.65330901293848
6,16995,39,361,28,0,1,3,1,155,97,5,215170,17,4.23034672241748
6,15995,13,175,13,0,0,2,1,211,97,3,197865,14,4.20401139546148
4,27880,39,248,13,0,1,0,1,207,344,3,53105,5,4.44530834642358
4,25990,29,348,30,0,1,2,2,71,126,4,157298,7,4.41482298924042
4,21990,20,349,28,0,1,3,2,148,373,5,251488,20,4.34224497854712
6,104800,44,542,7,0,1,4,3,259,525,1,35615,7,5.02036542665925
4,24990,17,142,4,0,1,0,1,219,485,0,81162,9,4.39778363450951
4,17990,33,152,4,0,1,0,3,198,327,0,79037,8,4.25505530355744
4,21990,21,188,13,0,1,0,1,98,185,3,84741,8,4.34224497854712
4,44380,33,334,28,0,1,4,3,198,420,5,11845,3,4.64719708360102
4,34888,39,210,4,0,1,0,4,155,341,0,92445,6,4.54268852173513
4,69999,39,361,28,0,1,4,4,247,540,5,10702,3,4.84509804001426
4,43999,18,251,28,0,1,4,1,217,373,5,19071,4,4.64345267648619
4,41863,23,165,13,0,1,0,1,155,410,3,40224,4,4.62184072173161
4,21995,17,298,28,0,1,4,2,162,97,5,186600,10,4.34234371100984
4,56880,44,273,13,0,1,0,3,240,512,3,9800,3,4.75496722293029
4,59990,39,481,28,0,1,3,2,207,331,5,102054,6,4.77808610132506
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,24990,39,333,30,0,1,2,1,159,185,4,207212,13,4.39778363450951
4,25500,17,214,12,0,1,2,2,207,532,2,259294,5,4.40655721125617
4,45880,44,415,28,0,1,4,2,198,512,5,70572,7,4.66163287500406
4,21990,44,263,13,0,1,0,3,198,572,3,101005,9,4.34224497854712
4,69990,45,346,4,0,1,4,3,198,540,0,2441,2,4.84504219856241
4,34750,20,198,28,0,1,3,1,170,373,5,53221,6,4.54096730642925
4,37990,45,275,13,0,1,2,3,247,458,3,77728,10,4.57968072521479
4,18950,20,236,30,0,0,3,2,148,242,4,175237,11,4.27763213161403
4,21995,17,183,7,0,1,2,2,240,97,1,150302,11,4.34234371100984
4,16900,39,333,30,0,0,2,1,49,326,4,143000,12,4.22791240175175
6,33990,13,227,7,0,1,4,3,312,406,1,25567,7,4.5313639415202
4,45880,44,263,13,0,1,4,3,298,485,3,47312,6,4.66163287500406
4,37990,33,372,30,0,1,3,2,247,334,4,83285,9,4.57968072521479
5,23750,29,348,30,0,0,3,2,159,185,4,239156,10,4.37568189965937
4,27000,44,263,13,0,1,0,3,219,238,3,45861,9,4.43137984884194
4,30990,30,215,12,0,1,2,2,207,376,2,5153,3,4.49123559003325
4,19490,25,140,17,1,1,0,3,66,420,0,15,3,4.28983412148503
6,78995,42,500,13,0,1,4,3,219,435,3,37130,5,4.8976051011397
4,23995,20,240,28,0,1,0,1,314,254,5,109736,8,4.38013885326542
4,21888,13,87,4,0,1,0,3,207,373,0,43863,8,4.34022592125719
4,19490,25,140,17,1,1,0,3,66,420,0,15,3,4.28983412148503
4,21950,17,217,13,0,1,0,1,207,143,3,86028,7,4.34145430975306
5,48990,23,323,30,0,1,3,2,207,233,4,36941,7,4.69011630432772
4,25990,17,189,4,0,1,0,1,228,224,0,12804,7,4.41482298924042
6,6950,23,19,7,0,1,0,1,211,18,1,174025,20,3.84204728850964
4,12990,14,151,4,0,1,0,1,240,334,0,121530,15,4.11364258277174
4,7995,13,48,4,0,1,0,1,219,217,0,179000,13,3.90287278544608
6,49790,39,336,28,0,1,4,1,314,324,5,59872,7,4.69715084871211
4,21999,17,214,12,0,1,2,2,207,142,2,207745,8,4.34242268082221
4,14995,39,361,28,0,1,3,1,88,97,5,274436,17,4.17597543174951
4,39990,39,210,4,0,1,0,4,240,326,0,8580,4,4.60196226407481
4,24990,22,277,30,0,1,3,2,240,420,4,241000,9,4.39778363450951
6,18900,38,274,28,0,1,4,3,247,463,5,140521,13,4.27648478210938
6,12950,13,83,28,0,1,4,1,207,242,5,152143,12,4.11230330337593
5,34950,29,348,30,0,1,2,2,155,217,4,152807,7,4.54345960606937
6,14950,44,415,28,0,1,4,2,198,316,5,163535,16,4.17467024148705
4,24995,39,306,12,0,0,2,2,159,142,2,208001,9,4.39787051599537
4,8999,45,299,13,0,1,2,3,148,160,3,158457,17,3.95424250943932
4,46888,39,333,30,0,1,3,2,207,538,4,61227,8,4.67107097065497
4,25999,39,243,12,0,1,2,2,98,142,2,147317,15,4.41497334797082
4,11888,45,299,13,0,1,2,3,198,540,3,138891,16,4.07514532705385
4,56800,29,348,30,0,1,3,2,170,373,4,7051,3,4.75435598167332
4,11950,39,210,13,0,1,0,1,207,80,3,123372,14,4.0774042463981
4,26990,29,348,30,0,1,2,2,207,238,4,276343,9,4.43121897519885
6,24990,13,227,13,0,1,2,1,314,410,3,84929,11,4.39778363450951
4,22990,14,224,28,0,1,0,1,211,238,5,139961,8,4.36155786144052
4,29999,39,243,12,0,1,2,2,98,142,2,169481,10,4.47712125471966
4,7999,42,265,13,0,1,2,1,148,160,3,140427,19,3.90308998699194
4,22990,17,189,4,0,1,0,1,247,324,0,64160,7,4.36155786144052
4,41880,44,263,120,0,1,0,3,247,540,7,46595,6,4.6220170428563
5,49900,29,418,28,0,1,3,4,207,238,5,20322,4,4.69810924883241
4,23999,40,328,30,0,1,2,2,207,217,4,186951,8,4.38021124171161
4,78999,29,348,30,0,1,3,2,331,384,4,14646,3,4.89762709129044
6,34995,39,336,28,0,1,0,1,248,97,5,108635,10,4.54401840785878
4,39990,18,200,28,0,1,4,1,150,478,5,67008,5,4.60196226407481
4,17980,22,277,30,0,1,2,2,240,296,4,227276,9,4.25481384103487
4,61990,44,375,28,0,1,0,3,314,540,5,20,3,4.79232864217475
4,26880,33,207,7,0,1,0,2,159,536,1,97851,12,4.42944542087002
4,22888,13,83,28,0,1,4,2,247,242,5,77000,8,4.35962681915035
4,22995,17,189,4,0,1,0,1,211,254,0,68658,8,4.36165229997394
5,41950,29,348,30,0,1,3,2,240,296,4,109818,5,4.62274231771074
4,35900,21,331,7,0,1,0,2,223,217,1,81285,9,4.55510654574916
4,10990,29,141,4,0,0,0,1,159,46,0,93506,11,4.04103720786703
4,12980,23,165,4,0,1,0,3,314,97,0,160558,17,4.11330814991839
4,28990,23,283,28,0,1,0,1,127,326,5,53099,9,4.46226319593422
4,19990,13,87,4,0,1,0,3,247,326,0,27324,8,4.30083451916161
6,12880,23,354,28,0,1,0,1,148,536,5,260670,14,4.10994958023059
4,38995,17,189,4,0,0,0,3,155,97,0,39008,7,4.5910200617183
4,54990,45,433,13,0,1,2,3,148,376,3,9644,7,4.74029161730932
4,34975,13,256,30,0,1,3,2,207,426,4,115623,6,4.54377014026961
4,46490,37,325,52,1,1,3,1,240,384,5,20,3,4.66736888775786
4,9990,14,151,4,0,1,0,1,314,142,0,158012,17,3.99960895897142
4,62888,50,483,28,0,1,4,2,247,388,5,52675,6,4.79857468905301
4,39950,23,354,28,0,1,4,1,263,198,5,98374,7,4.60152765446469
4,27888,25,245,28,0,1,0,1,148,420,5,10677,3,4.44543294229517
4,21990,21,106,4,0,1,0,1,207,165,0,44528,5,4.34224497854712
4,13990,13,83,28,0,1,4,2,162,185,5,167135,13,4.14584875659054
4,25290,22,191,28,0,1,0,1,151,385,5,59931,5,4.40296600158228
4,29990,12,295,28,0,1,0,2,219,376,5,86490,7,4.47699094682793
4,10999,22,89,13,0,1,0,1,240,324,3,176119,12,4.04139268515823
4,22995,39,306,12,0,1,2,1,159,142,2,232542,11,4.36165229997394
6,26995,44,393,28,0,1,4,2,198,97,5,157000,14,4.43129941946935
4,8995,13,46,13,0,1,0,1,155,97,3,183001,15,3.95404944676359
4,29480,21,228,28,0,1,4,2,124,485,5,83220,8,4.46954221077169
4,18950,17,189,4,0,1,0,1,240,296,0,82117,7,4.27763213161403
4,19995,17,124,7,0,1,0,1,240,254,1,89881,7,4.30094312808055
4,31990,33,334,28,0,1,0,3,314,558,5,49152,7,4.50502781581696
4,33990,45,358,13,0,1,4,3,300,406,3,104154,9,4.5313639415202
6,24990,20,261,28,0,1,0,3,211,410,5,133796,8,4.39778363450951
4,29888,39,210,13,0,1,0,1,198,324,3,56092,7,4.47551138503771
6,10950,20,261,28,0,1,3,1,211,242,5,247880,17,4.03945377896174
4,12999,26,264,28,0,1,4,3,294,112,5,126552,12,4.11394335230684
6,49990,21,421,13,0,1,2,1,170,377,3,71236,6,4.69889182429286
4,26950,33,372,30,0,1,3,2,169,242,4,175479,11,4.43057488404687
6,54888,55,482,28,0,1,4,3,314,568,5,80208,10,4.73948531862206
4,35990,23,223,28,0,1,0,1,207,432,5,38179,6,4.55619391357285
6,5950,39,248,13,0,1,0,1,148,80,3,172019,22,3.77458995026479
4,26990,14,224,28,0,1,0,1,211,376,5,75785,7,4.43121897519885
4,23990,21,188,4,0,1,0,1,170,376,0,49242,6,4.38004835073693
4,32888,25,278,28,0,1,4,1,240,277,5,21513,4,4.51705066882822
4,41990,50,483,28,0,1,4,2,155,238,5,74733,9,4.62315621732216
4,23900,21,188,13,0,1,0,1,88,485,3,51816,5,4.37841607188523
4,12990,13,83,28,0,1,4,2,123,185,5,155684,12,4.11364258277174
4,46999,22,241,28,0,1,0,1,211,327,5,3015,2,4.67209785793572
4,22990,17,189,4,0,1,0,1,155,376,0,59571,6,4.36155786144052
4,10950,20,52,13,0,1,0,1,211,238,3,163073,11,4.03945377896174
4,11788,13,48,4,0,1,0,3,207,384,0,78932,9,4.07147696769892
4,34990,42,405,28,0,1,4,2,247,159,5,180013,9,4.54395635426559
4,23490,23,283,28,0,1,4,1,300,388,5,180454,8,4.37090150486777
4,21999,23,165,13,0,1,0,2,155,160,3,96331,9,4.34242268082221
4,16990,21,188,4,0,1,0,1,127,185,0,108105,10,4.23021893988738
4,24990,42,265,13,0,1,2,3,211,458,3,134221,9,4.39778363450951
4,44990,21,331,7,0,1,0,2,159,224,1,67705,9,4.65312564619192
4,17990,17,90,4,0,1,0,1,170,331,0,83358,8,4.25505530355744
4,13990,39,171,4,0,1,0,1,198,118,0,187361,12,4.14584875659054
4,32990,40,328,30,0,1,2,2,159,503,4,74850,9,4.51839547977389
4,24990,21,188,13,0,1,0,1,173,224,3,50585,5,4.39778363450951
4,45990,20,236,30,0,1,3,2,159,532,4,70056,9,4.66267285270864
6,15995,7,76,28,0,1,0,3,219,97,5,135077,10,4.20401139546148
4,26990,17,259,28,0,1,0,1,228,224,5,53749,6,4.43121897519885
4,22880,17,298,28,0,1,4,2,259,97,5,192121,13,4.35947500110838
4,77880,44,415,28,0,1,4,4,247,512,5,4595,3,4.89143151926933
4,8995,23,127,4,0,1,0,1,148,97,0,176693,21,3.95404944676359
4,11990,13,45,12,0,0,0,1,159,226,2,75000,18,4.07885540297977
4,24800,39,306,12,0,1,2,2,207,140,2,169784,10,4.39446919234743
4,24995,16,197,4,0,1,0,3,334,97,0,98446,10,4.39787051599537
6,11995,13,83,28,0,1,4,1,207,97,5,188886,13,4.07903645708749
4,19990,21,188,4,0,1,0,1,98,185,0,127234,8,4.30083451916161
4,19999,22,191,28,0,1,0,1,170,160,5,102196,6,4.30102999566398
4,28990,33,152,4,0,1,0,3,155,572,0,74369,7,4.46226319593422
4,28999,39,243,12,0,1,2,2,207,142,2,306421,10,4.46239799789896
4,28888,17,259,28,0,1,0,1,240,277,5,59424,5,4.46073250889167
4,25995,14,224,28,0,1,0,1,219,485,5,53540,5,4.41490652829503
4,11800,13,48,4,0,1,0,1,155,97,0,126804,11,4.07191881036381
6,18880,20,261,28,0,1,0,3,314,97,5,164471,10,4.27602499223858
4,25950,40,328,30,0,0,3,2,188,242,4,240001,9,4.41415409768021
4,69990,39,336,28,0,1,4,4,148,226,5,31262,4,4.84504219856241
4,7999,33,334,28,0,0,0,3,171,112,5,209762,10,3.90308998699194
4,41485,37,325,52,1,1,0,1,228,384,5,24,3,4.61790156301233
4,13999,39,306,12,0,1,2,1,207,142,2,318650,19,4.14612803567824
4,23995,17,217,13,0,1,0,1,198,97,3,45454,7,4.38013885326542
4,19990,33,237,4,0,1,0,3,228,97,0,77001,9,4.30083451916161
4,29888,33,237,4,0,0,4,3,240,388,0,133483,8,4.47551138503771
5,54990,29,348,30,0,1,3,2,239,485,4,66204,5,4.74029161730932
4,19880,14,224,28,0,1,0,1,247,97,5,179234,9,4.29843822531076
4,49990,17,189,13,0,1,0,3,170,506,3,9986,4,4.69889182429286
4,29990,20,240,28,0,1,0,1,136,226,5,102534,7,4.47699094682793
4,14995,20,236,30,0,0,3,2,159,97,4,255483,16,4.17597543174951
4,25880,17,258,28,0,1,0,1,207,478,5,90426,6,4.41298105275754
6,24990,13,175,7,0,1,2,3,207,97,1,165238,9,4.39778363450951
6,22995,23,354,28,0,1,0,1,148,97,5,70105,12,4.36165229997394
6,14990,23,354,28,0,1,3,1,207,97,5,202901,15,4.17583060416225
4,82880,45,506,28,0,1,4,3,173,420,5,3620,4,4.91845498240914
4,41990,23,283,28,0,1,4,1,244,410,5,37128,5,4.62315621732216
5,21990,29,348,30,0,0,3,2,240,226,4,239000,11,4.34224497854712
4,42990,39,481,28,0,1,3,2,240,326,5,218851,8,4.63337754722054
4,28990,22,241,28,0,1,4,2,159,388,5,67710,9,4.46226319593422
4,34990,39,210,4,0,1,0,4,240,326,0,22405,7,4.54395635426559
4,55880,44,375,28,0,1,0,3,240,512,5,24000,3,4.74726416928531
4,9990,20,198,28,0,1,3,1,298,185,5,271312,17,3.99960895897142
6,31999,18,251,28,0,1,4,1,240,357,5,104860,7,4.50514997831991
6,11950,29,93,28,0,1,2,1,219,217,5,177247,15,4.0774042463981
6,22990,38,416,28,0,1,3,1,240,226,5,175000,13,4.36155786144052
4,63490,39,361,28,0,1,0,4,247,326,5,18838,3,4.80271216738088
4,33800,45,275,13,0,1,2,2,148,535,3,132782,11,4.52892954903675
4,57990,39,361,28,0,1,0,4,219,506,5,23734,4,4.76336059781077
4,35888,29,260,28,0,1,4,3,109,277,5,30442,6,4.55496135745466
4,22890,18,159,4,0,1,4,1,240,558,0,53138,9,4.35966476536985
6,44990,33,372,30,0,1,3,2,211,238,4,119169,5,4.65312564619192
4,24990,17,189,4,0,1,0,1,228,224,0,56207,5,4.39778363450951
4,32990,33,237,7,0,1,0,3,240,410,1,87956,5,4.51839547977389
4,32880,18,251,28,0,1,4,3,127,324,5,62373,8,4.5169450171368
4,36990,39,333,30,0,1,3,2,207,376,4,196174,10,4.5680960720186
4,45888,39,361,28,0,1,4,4,170,420,5,61531,5,4.66170859377629
4,21990,29,348,30,0,1,2,2,240,226,4,192000,9,4.34224497854712
4,23900,21,188,4,0,1,0,1,122,485,0,50067,5,4.37841607188523
4,23990,21,188,13,0,1,0,1,100,224,3,62919,5,4.38004835073693
4,13880,33,237,4,0,0,0,3,314,525,0,86331,14,4.14242075421956
4,32999,39,210,13,0,1,0,1,219,160,3,50998,6,4.51851393987789
4,33999,39,361,28,0,1,4,2,228,540,5,114206,8,4.53147891704226
5,44990,29,348,30,0,1,3,2,207,392,4,93400,7,4.65312564619192
6,61800,44,466,28,0,1,4,3,207,535,5,98169,7,4.79099550245076
4,48888,15,250,28,0,1,4,1,207,489,5,12491,4,4.68921115407865
4,64888,44,415,28,0,1,4,4,240,388,5,44493,4,4.81217108132737
4,12999,22,89,13,0,0,0,1,148,160,3,147393,8,4.11394335230684
4,46880,44,263,13,0,1,0,3,240,512,3,6845,3,4.67099686687202
4,36987,33,334,28,0,1,4,2,240,242,5,37388,7,4.56806084895675
6,16990,23,354,28,0,1,0,1,207,97,5,210182,10,4.23021893988738
4,26990,39,361,28,0,1,0,1,118,485,5,140105,8,4.43121897519885
4,12990,15,88,4,0,1,0,1,148,142,0,115272,14,4.11364258277174
4,31990,39,361,28,0,1,0,1,228,324,5,81804,7,4.50502781581696
4,22995,14,151,4,0,1,0,1,155,97,0,15878,7,4.36165229997394
4,10995,13,46,13,0,1,0,1,247,97,3,141125,14,4.04123473117143
4,29990,21,228,28,0,1,0,1,148,226,5,37531,6,4.47699094682793
4,28950,39,248,13,0,1,0,1,170,410,3,53467,7,4.46166356934087
4,19880,33,152,4,0,0,0,3,240,525,0,24842,8,4.29843822531076
4,26999,29,348,30,0,0,3,2,240,112,4,215120,13,4.43136376415899
4,19490,25,140,17,1,1,0,3,148,420,0,15,3,4.28983412148503
4,22999,39,243,12,0,1,2,2,159,142,2,186474,17,4.36172783601759
4,48990,39,361,28,0,1,0,4,207,226,5,26758,4,4.69011630432772
5,108888,44,556,28,0,1,4,3,170,357,5,9998,4,5.03698400941058
4,31880,44,263,4,0,1,0,3,240,512,0,45313,9,4.50353193529844
4,29990,21,288,28,0,1,4,2,247,478,5,95223,9,4.47699094682793
6,8990,13,175,13,0,1,2,1,148,97,3,94721,21,3.95380799766531
4,62990,39,333,30,0,1,3,2,211,506,4,84948,6,4.79927850295274
4,19888,29,94,28,0,1,0,3,170,392,5,78674,9,4.29861294775995
4,14995,14,151,4,0,1,0,1,240,97,0,134605,9,4.17597543174951
4,35990,20,198,28,0,1,3,1,240,357,5,53343,7,4.55619391357285
4,2995,21,114,7,0,1,0,1,127,0,1,332493,17,3.47654180902743
4,23995,13,256,30,0,1,3,2,198,97,4,202279,9,4.38013885326542
4,7950,18,200,28,0,1,4,1,136,121,5,222000,18,3.90042175345774
5,43995,23,323,30,0,1,2,2,211,532,4,33588,5,4.64341319337494
4,13990,23,150,13,0,1,0,1,219,142,3,123892,14,4.14584875659054
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,23990,21,188,4,0,1,0,1,211,165,0,55566,5,4.38004835073693
6,11880,13,227,13,0,1,2,1,211,105,3,145827,18,4.07485299588125
5,59990,29,348,30,0,1,3,2,314,558,4,24850,4,4.77808610132506
4,17990,39,171,4,0,1,0,1,207,420,0,64896,10,4.25505530355744
4,13999,13,83,28,0,1,0,1,334,112,5,166540,9,4.14612803567824
5,28990,29,348,30,0,1,3,2,207,238,4,229050,9,4.46226319593422
4,9995,23,150,4,0,1,0,1,148,97,0,228966,21,3.99982624745441
