"Cylinders","Price","Brand_encoded","Model_encoded","Car_Suv_encoded","UsedOrNew_encoded","Transmission_encoded","DriveType_encoded","FuelType_encoded","ColourExtInt_encoded","Location_encoded","BodyType_encoded","Kilometres_num","age","Price_log"
4,33680,21,288,28,0,1,4,2,198,154,5,94417,7,4.52738497736546
4,38750,39,248,13,0,1,0,4,162,468,3,66026,7,4.58828291429725
4,16500,22,241,28,0,1,4,1,240,51,5,215650,8,4.21751026429403
6,7999,29,93,28,0,1,4,1,62,52,5,233573,20,3.90308998699194
4,30000,17,135,4,0,0,0,1,240,51,0,17400,4,4.47713573096112
4,56998,29,418,28,0,1,3,2,402,429,5,111825,5,4.75586723640422
4,32894,39,210,4,0,1,0,1,148,511,0,16777,3,4.5171298907332
4,18995,21,228,28,0,1,0,1,148,204,5,138550,9,4.27866216090998
4,25950,17,111,13,0,1,0,1,119,476,3,85500,8,4.41415409768021
4,44450,33,334,28,0,1,4,3,307,476,5,47000,6,4.64788153560087
4,28990,20,198,28,0,1,0,1,314,313,5,111499,6,4.46226319593422
4,69990,39,481,28,0,1,3,2,207,433,5,50901,5,4.84504219856241
4,28813,26,264,28,0,1,0,1,247,205,5,50518,5,4.45960355183624
4,28990,33,237,4,0,1,0,3,207,286,0,89679,8,4.46226319593422
4,18888,17,189,4,0,0,0,1,173,313,0,81064,10,4.27620896660486
4,30990,26,264,28,0,1,0,1,176,418,5,24059,4,4.49123559003325
4,25450,17,189,4,0,1,0,1,240,437,0,47034,6,4.40570485095371
4,39233,33,334,28,0,1,0,3,136,205,5,43830,4,4.59366258774641
4,89990,55,482,28,0,1,4,3,240,518,5,46520,5,4.95419907781952
6,14990,13,175,7,0,1,2,1,155,131,1,196876,13,4.17583060416225
4,24190,17,189,4,0,1,0,1,148,184,0,53381,6,4.38365382146256
5,31990,23,323,30,0,1,3,2,162,446,4,185018,12,4.50502781581696
4,34950,17,298,28,0,1,4,2,198,534,5,78125,7,4.54345960606937
4,37888,23,150,94,1,1,0,1,148,412,0,25,2,4.57851314314216
4,23790,17,189,4,0,1,0,1,207,184,0,56902,6,4.37641269699122
4,27886,23,165,13,0,1,0,1,118,259,3,38808,7,4.44540179667826
6,37740,42,405,28,0,1,4,2,240,534,5,129523,10,4.5768134032144
4,15999,17,183,7,0,1,2,3,211,95,1,215000,16,4.20411998265593
4,41990,39,306,12,0,1,2,2,207,300,2,141489,10,4.62315621732216
4,9990,13,83,28,0,1,0,1,211,193,5,211558,12,3.99960895897142
4,39990,23,354,28,0,1,4,1,247,534,5,52963,8,4.60196226407481
6,19870,13,174,13,0,1,2,1,240,154,3,108558,14,4.29821972335309
4,32990,45,293,28,0,1,0,2,136,184,5,50428,9,4.51839547977389
6,12999,29,126,13,0,1,2,1,148,95,3,129000,16,4.11394335230684
4,15662,13,83,28,0,1,4,2,198,542,5,144395,10,4.19487494793038
4,28990,33,334,28,0,1,0,3,211,433,5,101802,7,4.46226319593422
4,45990,44,376,13,0,1,4,3,247,542,3,1e+05,7,4.66267285270864
4,10999,21,274,7,0,1,0,2,211,188,1,182000,16,4.04139268515823
4,28950,18,159,4,0,1,4,1,98,537,0,43969,4,4.46166356934087
4,27999,39,333,30,0,1,3,2,207,337,4,357317,11,4.44715803134222
4,9350,39,210,13,0,1,0,1,240,51,3,195020,14,3.9708580569965
4,19999,20,349,28,0,1,3,2,207,154,5,244453,23,4.30102999566398
4,31990,17,259,28,0,1,4,1,247,437,5,74015,6,4.50502781581696
4,32999,30,290,30,0,1,3,2,193,504,4,13495,4,4.51851393987789
4,25990,22,241,28,0,1,4,2,247,313,5,99605,10,4.41482298924042
4,24999,33,237,4,0,1,4,3,228,38,0,133808,15,4.39794000867204
4,25490,21,228,28,0,1,0,1,240,421,5,95816,7,4.40638687297273
4,14990,12,112,4,0,1,0,3,240,381,0,97525,12,4.17583060416225
4,31950,26,264,28,0,1,0,1,173,433,5,18456,4,4.50448445522323
4,44450,23,354,28,0,1,0,1,307,542,5,38750,6,4.64788153560087
4,37990,26,264,28,0,1,3,1,314,546,5,54962,4,4.57968072521479
4,52970,39,361,28,0,1,0,1,376,528,5,8052,3,4.72403817173459
6,55990,39,336,28,0,1,0,1,240,337,5,45095,6,4.74811822406944
4,41990,50,483,28,0,1,4,2,334,429,5,64125,8,4.62315621732216
4,20090,33,237,4,0,1,0,3,219,184,0,60734,9,4.30300155365584
4,32990,40,382,28,0,1,0,2,98,243,5,127676,7,4.51839547977389
4,36888,40,328,30,0,0,3,2,207,286,4,132000,8,4.56689688237865
4,27550,15,218,28,0,1,0,1,136,361,5,55227,10,4.44013736676676
4,36990,42,267,28,0,1,4,3,240,534,5,77342,8,4.5680960720186
4,12995,26,132,4,0,1,0,2,155,204,0,124318,12,4.11380970267295
4,22990,15,88,4,0,1,0,1,136,266,0,69965,7,4.36155786144052
4,25990,33,253,4,0,0,0,3,240,381,0,106500,10,4.41482298924042
4,26888,17,189,4,0,1,0,1,247,439,0,59528,6,4.4295746511427
4,25950,40,328,30,0,1,2,2,240,150,4,114405,8,4.41415409768021
4,9999,26,173,12,0,1,0,1,201,114,2,156258,17,4
4,19990,45,138,4,0,1,0,3,198,256,0,104826,12,4.30083451916161
4,12999,20,236,30,0,0,3,2,207,154,4,178104,13,4.11394335230684
4,28787,39,248,13,0,1,0,1,240,205,3,77085,7,4.45921149401546
4,35990,17,258,28,0,1,4,1,244,437,5,80556,6,4.55619391357285
5,48905,29,348,30,0,1,3,2,240,454,4,114005,6,4.6893621435212
4,32950,20,198,28,0,1,0,1,247,394,5,77663,5,4.51786859913919
4,14990,20,198,28,0,1,3,1,157,199,5,175074,13,4.17583060416225
4,37990,21,188,13,0,1,0,1,173,337,3,86127,4,4.57968072521479
4,15990,29,141,4,0,1,0,1,61,90,0,79197,11,4.20387562327733
4,22970,39,210,13,0,1,0,1,173,528,3,70694,11,4.3611799018136
4,27980,17,226,28,0,1,0,1,148,308,5,17825,3,4.44686323148252
4,49880,47,435,28,0,1,4,4,198,565,5,112667,8,4.69793515150515
4,57880,29,418,28,0,1,3,2,240,473,5,82122,5,4.76253602574227
4,43990,22,312,28,0,1,3,2,247,505,5,63815,6,4.64336383443755
4,18900,39,210,4,0,1,0,1,240,417,0,70916,8,4.27648478210938
4,29800,45,233,28,0,1,0,2,247,437,5,63372,11,4.47423083747207
4,36747,39,333,30,0,1,3,2,207,429,4,199562,7,4.56523370770321
4,25490,33,237,4,0,1,0,3,155,184,0,99232,11,4.40638687297273
4,47990,17,259,28,0,1,0,3,207,266,5,2265,4,4.68115979952519
4,22864,21,188,13,0,1,0,1,173,154,3,49295,8,4.3591712057167
4,11990,22,241,28,0,1,3,1,20,199,5,243359,15,4.07885540297977
4,25999,17,298,28,0,1,4,2,207,131,5,105180,11,4.41497334797082
4,29990,20,198,28,0,1,0,1,198,301,5,65758,8,4.47699094682793
4,51970,39,248,13,0,1,0,4,240,528,3,30939,4,4.71576107338056
4,50990,17,258,28,0,1,0,1,196,313,5,7864,3,4.70749352913208
4,9990,17,258,28,0,0,0,1,148,65,5,164632,16,3.99960895897142
4,45980,20,236,30,0,1,3,2,211,505,4,85834,6,4.66257841212159
4,22022,22,241,28,0,1,4,4,240,243,5,136691,10,4.34287647879111
4,14999,13,83,28,0,1,0,1,314,38,5,59261,10,4.17609125905568
4,24990,17,259,28,0,1,0,1,356,313,5,71257,6,4.39778363450951
4,48880,47,417,28,0,1,0,3,247,565,5,76629,6,4.68914008205527
4,42990,33,456,7,0,1,0,2,124,313,1,150549,6,4.63337754722054
6,74990,42,541,13,0,1,2,3,247,313,3,79832,9,4.8750091449267
6,71890,33,454,28,0,1,4,2,294,403,5,92618,6,4.85667452466678
4,29980,33,237,4,0,1,0,3,247,243,0,134500,7,4.47684611441083
6,54990,42,405,28,0,1,4,2,240,337,5,93748,9,4.74029161730932
6,12980,13,33,28,0,1,4,1,219,188,5,182460,20,4.11330814991839
4,48600,33,462,4,0,1,4,3,362,520,0,40065,6,4.68664520527081
4,24950,25,278,28,0,1,0,1,240,433,5,26138,4,4.39708795620305
4,96970,39,481,28,0,1,3,2,240,528,5,33761,4,4.98664187423491
4,44850,39,361,28,0,1,0,4,240,368,5,62032,5,4.6517721305382
4,37990,20,198,28,0,1,0,1,211,90,5,17587,5,4.57968072521479
6,57990,47,459,28,0,1,4,4,314,433,5,102649,8,4.76336059781077
4,22690,17,189,4,0,1,0,1,207,184,0,73783,6,4.35585363581054
4,45990,39,309,28,0,1,0,4,240,516,5,26823,5,4.66267285270864
4,26990,42,374,28,0,1,3,2,207,395,5,173862,10,4.43121897519885
4,18800,39,361,28,0,1,3,1,198,139,5,122000,16,4.27418094941963
4,67997,29,348,30,0,1,3,2,228,429,4,80236,5,4.83249613915127
4,43894,39,361,28,0,1,0,1,207,511,5,19074,5,4.64241505336105
4,23886,25,320,28,0,1,0,1,125,259,5,7251,4,4.37816160955491
4,16990,23,150,13,0,1,0,1,219,91,3,147846,9,4.23021893988738
4,13990,17,189,7,0,1,0,1,155,65,1,134731,12,4.14584875659054
4,13999,29,141,4,0,1,0,1,211,337,0,191156,9,4.14612803567824
4,21999,13,87,4,0,1,0,3,127,190,0,66126,7,4.34242268082221
4,6248,17,18,4,0,1,0,1,156,138,0,142160,15,3.79581052466741
4,19990,21,130,13,0,1,0,1,247,337,3,149989,13,4.30083451916161
4,26992,17,226,28,0,1,0,1,110,429,5,13782,3,4.43125115469515
4,56990,39,481,28,0,1,3,2,207,395,5,98338,7,4.75580627744535
6,90000,33,372,30,0,1,4,2,198,569,4,18,2,4.95424733490676
4,47990,41,345,28,0,1,4,2,240,518,5,85547,9,4.68115979952519
6,92788,44,526,28,0,1,4,4,247,409,5,70847,6,4.96749649429583
4,17490,15,202,13,0,1,0,1,118,199,3,118440,11,4.24281463978553
4,59894,39,333,30,0,1,3,2,211,381,4,37016,5,4.77739056925002
4,29990,20,198,28,0,1,0,1,211,446,5,98322,7,4.47699094682793
4,19990,23,223,28,0,1,0,1,207,193,5,144200,8,4.30083451916161
4,19990,17,189,4,0,1,0,1,98,204,0,68367,11,4.30083451916161
4,32490,39,210,13,0,1,0,4,240,398,3,60319,5,4.51176307815934
4,45890,39,361,28,0,1,0,1,170,511,5,36991,6,4.6617275214068
4,9995,20,57,28,0,1,0,1,219,365,5,166000,14,3.99982624745441
4,25490,18,201,28,0,1,4,1,207,184,5,121315,8,4.40638687297273
4,26980,23,323,30,0,0,2,2,207,365,4,48872,8,4.43105804194203
4,70998,29,348,30,0,1,3,2,247,429,4,41544,5,4.85125223185231
4,11990,39,361,28,0,0,3,1,148,188,5,205605,20,4.07885540297977
4,15850,33,269,7,0,1,0,2,244,381,1,106500,13,4.20005666597221
4,53888,50,483,28,0,1,4,2,247,476,5,67226,7,4.73150012461456
4,25990,20,236,30,0,0,3,2,207,298,4,104692,11,4.41482298924042
4,38870,23,354,28,0,1,0,1,361,308,5,72596,8,4.58962571348682
4,15990,23,127,4,0,1,0,1,247,243,0,118523,11,4.20387562327733
4,30997,17,189,4,0,1,0,1,228,429,0,19565,8,4.49133367393156
4,43990,39,333,30,0,1,3,2,219,433,4,200825,9,4.64336383443755
4,33990,39,361,28,0,1,0,1,173,437,5,90912,7,4.5313639415202
4,64990,39,438,28,0,1,3,2,207,437,5,45619,5,4.8128532193973
4,29950,33,237,7,0,1,0,2,164,542,1,54872,7,4.47641132713374
4,9990,22,89,4,0,1,0,1,173,51,0,145800,13,3.99960895897142
4,45525,39,361,28,0,1,4,4,170,154,5,61435,5,4.65825949405426
4,15886,21,106,4,0,1,0,1,122,259,0,93684,9,4.20104189554268
4,48409,29,260,28,0,1,0,3,334,429,5,6794,3,4.68493508264089
4,36990,39,181,7,0,1,0,1,207,412,1,33176,9,4.5680960720186
4,54995,44,415,28,0,1,4,3,393,417,5,39299,7,4.74033110329241
4,26880,17,226,28,0,1,0,1,240,337,5,5045,3,4.42944542087002
4,16995,42,109,4,0,1,2,3,40,204,0,147216,12,4.23034672241748
4,19777,21,149,4,0,1,0,1,122,437,0,20325,4,4.29618237255544
4,28990,21,188,4,0,1,0,1,240,337,0,23999,3,4.46226319593422
4,28990,38,279,28,0,1,0,1,247,281,5,17601,7,4.46226319593422
4,24490,21,188,13,0,1,0,1,207,381,3,38823,4,4.38900651830623
4,19990,42,265,13,0,1,2,3,136,148,3,102781,12,4.30083451916161
4,34990,20,198,28,0,1,0,1,219,258,5,32639,4,4.54395635426559
4,29990,21,188,4,0,1,0,1,240,337,0,19089,3,4.47699094682793
4,27990,33,334,28,0,1,4,2,148,286,5,95064,8,4.44701841424766
4,42990,23,165,13,0,1,0,1,211,266,3,10799,4,4.63337754722054
4,54993,17,259,108,1,1,0,3,62,430,5,15,2,4.74031530932998
4,26980,39,333,30,0,0,2,2,207,308,4,130234,6,4.43105804194203
4,11899,38,279,28,0,1,2,3,219,133,5,163790,11,4.07554696139253
4,13990,13,46,4,0,1,0,1,207,131,0,121211,10,4.14584875659054
4,48990,39,361,28,0,1,0,4,148,395,5,65139,5,4.69011630432772
4,33888,22,312,28,0,1,3,2,247,281,5,138342,9,4.53005875382146
4,29990,30,290,30,0,1,3,2,176,446,4,62986,4,4.47699094682793
4,34516,39,210,13,0,1,0,4,193,429,3,23930,6,4.53803304254539
4,8490,39,248,13,0,1,0,1,88,139,3,113704,28,3.92895884088083
4,12990,13,83,28,0,1,4,2,198,100,5,104724,13,4.11364258277174
6,20990,29,93,28,0,1,2,2,198,337,5,159945,11,4.3220331286318
4,10999,20,198,28,0,0,3,2,136,90,5,215052,16,4.04139268515823
4,15988,15,202,13,0,1,0,1,198,51,3,143400,9,4.20382130251655
4,30990,22,254,28,0,1,0,1,193,301,5,48190,6,4.49123559003325
4,31888,22,191,28,0,1,0,1,163,437,5,34039,5,4.50364090051322
6,74990,45,495,28,0,1,4,2,240,113,5,120000,7,4.8750091449267
4,19990,44,204,4,0,1,0,3,219,345,0,45000,12,4.30083451916161
4,37985,17,298,28,0,1,4,2,211,286,5,62352,6,4.57962356390511
6,22988,21,288,28,0,1,0,1,148,418,5,112553,10,4.36152008027635
4,24970,25,278,28,0,1,0,1,207,308,5,23129,4,4.39743593465354
4,50950,39,361,28,0,1,0,4,240,537,5,101234,4,4.70715271219367
4,43936,45,395,30,0,1,3,2,217,205,4,70936,7,4.64283040015106
4,47990,42,356,4,0,1,4,3,343,381,0,36131,6,4.68115979952519
4,21450,23,150,13,0,0,0,1,83,336,3,64000,10,4.3314475428778
4,17999,22,312,28,0,1,3,2,211,154,5,239106,12,4.25527250510331
4,18999,29,260,28,0,1,4,3,207,131,5,177066,6,4.27875360095283
4,63990,39,336,28,0,1,4,4,240,499,5,60294,4,4.8061188970278
4,19995,45,338,4,0,1,0,2,219,204,0,129907,12,4.30094312808055
4,21990,17,258,28,0,0,0,1,240,313,5,119571,9,4.34224497854712
4,56705,22,277,30,0,1,3,2,300,405,4,15274,5,4.75362901354952
4,25800,23,223,28,0,1,0,1,228,437,5,74114,7,4.41163653875647
4,15990,20,236,30,0,0,3,2,207,65,4,241810,14,4.20387562327733
6,102990,44,466,28,0,1,4,2,240,520,5,27843,4,5.01279927498562
6,19990,23,354,28,0,1,0,1,136,412,5,133933,13,4.30083451916161
4,29990,23,223,28,0,1,4,2,240,313,5,92387,7,4.47699094682793
4,34990,13,297,28,0,1,3,2,122,199,5,96415,9,4.54395635426559
4,21999,21,149,4,0,1,0,1,127,190,0,9118,7,4.34242268082221
6,14490,29,93,28,0,1,2,1,33,382,5,133471,15,4.16109835645092
6,13990,29,93,28,0,1,2,2,169,174,5,228405,11,4.14584875659054
4,48888,42,374,28,0,1,3,3,148,286,5,55396,8,4.68921115407865
4,27888,33,207,12,0,1,0,3,240,386,2,96596,6,4.44543294229517
4,34990,35,318,13,0,1,3,3,173,499,3,67890,7,4.54395635426559
4,10999,8,77,4,0,0,0,3,125,205,0,104975,10,4.04139268515823
4,9788,14,151,4,0,0,0,1,219,52,0,239566,13,3.99073832850754
4,32748,15,250,28,0,1,4,1,240,429,5,46046,7,4.51519804322513
4,13650,12,95,4,0,1,0,3,240,430,0,93644,12,4.13516446665695
4,13750,33,237,4,0,1,0,2,155,188,0,222238,14,4.13833428207102
6,23990,39,181,7,0,1,0,3,373,337,1,198859,14,4.38004835073693
4,9990,15,250,28,0,1,3,1,148,204,5,299418,18,3.99960895897142
4,16290,33,152,4,0,1,0,3,99,199,0,99210,10,4.21194774367943
4,17990,23,283,28,0,1,0,1,219,91,5,110366,13,4.25505530355744
4,19880,20,240,28,0,1,0,1,88,321,5,123257,8,4.29843822531076
4,10505,22,277,30,0,0,2,1,159,154,4,143159,20,4.02143739646709
6,9999,20,61,28,0,1,3,1,196,148,5,167950,16,4
4,31990,50,483,28,0,1,4,2,247,381,5,107400,10,4.50502781581696
4,39999,21,188,13,0,1,0,1,266,542,3,14862,3,4.60205999132796
4,17990,20,236,30,0,0,3,2,207,91,4,116392,13,4.25505530355744
4,48990,23,323,30,0,1,3,2,157,446,4,90559,5,4.69011630432772
4,32322,33,334,28,0,1,4,3,240,243,5,61983,7,4.50951166221955
4,39990,28,291,30,0,0,3,2,207,261,4,9750,4,4.60196226407481
4,23990,50,483,28,0,1,3,2,106,486,5,118288,11,4.38004835073693
4,36888,17,258,28,0,1,0,1,211,337,5,44855,4,4.56689688237865
4,25464,15,218,28,0,1,0,1,228,308,5,32862,7,4.4059436805122
4,37450,33,207,12,0,1,0,3,241,457,2,35529,5,4.57346341852904
4,36950,29,314,28,0,1,0,2,173,433,5,56644,6,4.56762619614371
4,7999,17,18,4,0,1,0,1,155,154,0,101542,16,3.90308998699194
4,43990,33,237,7,0,1,4,3,207,441,1,78500,7,4.64336383443755
4,17886,17,189,4,0,1,0,1,157,259,0,111589,10,4.25253750699
4,19990,39,171,4,0,1,0,1,86,90,0,116061,7,4.30083451916161
4,32999,22,277,30,0,0,3,2,159,190,4,69390,8,4.51851393987789
6,14499,29,93,28,0,1,2,2,24,205,5,242000,14,4.16136800223498
6,88990,29,348,30,0,1,3,2,240,473,4,13260,3,4.9493460870047
4,29990,13,256,30,0,0,3,2,207,131,4,125747,11,4.47699094682793
4,38900,44,415,28,0,1,4,3,240,499,5,56911,9,4.58996076556478
4,13999,14,274,28,0,1,3,1,207,131,5,221175,14,4.14612803567824
4,26490,17,259,28,0,1,0,1,198,437,5,54608,5,4.42309835264547
4,34990,39,210,4,0,1,0,1,148,433,0,49303,6,4.54395635426559
4,8488,23,127,4,0,0,0,1,170,138,0,153690,13,3.92885653358191
4,31498,39,361,28,0,1,0,1,211,269,5,30694,8,4.49829676644434
4,27987,17,258,28,0,1,0,1,207,204,5,44230,7,4.4469718652401
4,9999,13,46,13,0,1,0,1,211,43,3,179237,12,4
4,11990,17,189,4,0,1,0,1,314,139,0,186573,14,4.07885540297977
4,22490,33,269,13,0,1,0,2,198,243,3,129024,10,4.35200876556577
4,27980,25,245,11,1,1,0,1,228,433,5,10,3,4.44686323148252
4,37990,15,100,13,0,1,0,1,314,313,3,53617,6,4.57968072521479
4,22900,17,183,7,0,1,2,3,207,131,1,199000,9,4.35985444675036
6,37990,39,336,28,0,1,4,1,207,131,5,170427,7,4.57968072521479
6,58990,17,298,28,0,1,0,1,240,308,5,35043,4,4.77078575827799
4,62109,33,334,121,1,1,4,3,314,545,5,20,3,4.79316152924555
4,10999,33,334,28,0,1,3,3,198,38,5,123040,16,4.04139268515823
4,13577,18,159,4,0,1,4,3,228,139,0,140991,16,4.13283580433837
4,26990,33,253,4,0,1,0,3,99,381,0,99478,13,4.43121897519885
4,14990,17,258,28,0,1,0,1,159,139,5,66466,16,4.17583060416225
4,26990,20,198,28,0,1,0,1,155,446,5,68300,5,4.43121897519885
4,22990,18,159,13,0,1,4,1,209,313,3,59685,9,4.36155786144052
4,32999,17,258,28,0,1,0,1,100,190,5,21580,6,4.51851393987789
4,23999,23,283,28,0,1,0,1,136,133,5,74706,10,4.38021124171161
4,16990,21,188,13,0,1,0,1,240,243,3,135500,12,4.23021893988738
4,32990,21,188,13,0,1,0,1,173,235,3,35612,5,4.51839547977389
6,32890,38,274,28,0,1,3,2,219,60,5,169949,8,4.51707707773561
4,23987,13,192,28,0,1,0,1,148,429,5,64213,7,4.37999404016574
4,11999,14,151,4,0,1,0,1,211,139,0,169100,15,4.07918124604763
4,35888,18,251,28,0,1,4,1,240,516,5,79981,7,4.55496135745466
4,39780,21,288,28,0,1,4,2,240,484,5,94671,6,4.59967569605899
4,10888,33,237,7,0,1,0,3,247,139,1,157346,15,4.03698799780691
4,17978,20,198,28,0,1,0,1,198,205,5,214651,10,4.25476553241615
4,10999,13,43,30,0,0,2,1,207,154,4,234800,22,4.04139268515823
4,12990,45,231,13,0,1,2,2,219,144,3,173121,18,4.11364258277174
4,17888,15,202,4,0,1,0,3,148,139,0,98984,12,4.2525860640654
4,31990,23,283,28,0,1,0,1,240,313,5,41095,7,4.50502781581696
4,30395,23,283,28,0,1,0,1,148,154,5,58517,8,4.48281643583817
6,15699,13,175,13,0,1,2,1,155,139,3,185015,15,4.19589965240923
4,32490,39,309,28,0,1,0,3,173,516,5,64660,8,4.51176307815934
4,35990,17,298,28,0,1,4,2,198,313,5,108830,7,4.55619391357285
4,27990,20,240,28,0,1,0,1,170,381,5,62126,7,4.44701841424766
4,22990,33,152,4,0,1,0,3,125,199,0,77281,10,4.36155786144052
6,14499,45,433,13,0,1,2,3,211,69,3,114446,16,4.16136800223498
4,25999,33,237,4,0,1,0,3,136,47,0,120000,11,4.41497334797082
4,8999,36,80,30,0,1,3,2,136,68,4,209000,14,3.95424250943932
4,18495,17,90,4,0,0,0,1,110,504,0,20417,8,4.26707781674043
4,25500,22,277,30,0,1,3,2,207,95,4,128000,12,4.40655721125617
4,36950,33,207,12,0,1,0,3,207,429,2,51911,7,4.56762619614371
4,19990,29,123,28,0,1,0,3,240,195,5,93674,10,4.30083451916161
4,19990,17,189,4,0,1,0,1,173,313,0,135264,7,4.30083451916161
4,29288,22,241,28,0,1,4,2,247,253,5,90156,9,4.46670454403067
4,13350,17,189,4,0,1,0,1,173,51,0,163958,12,4.12551379590411
4,15999,39,481,28,0,0,3,2,159,382,5,335550,23,4.20411998265593
4,33990,18,159,4,0,0,4,3,207,381,0,125823,17,4.5313639415202
4,21990,17,259,28,0,1,0,1,207,412,5,108169,7,4.34224497854712
4,38990,39,309,28,0,1,0,3,314,337,5,25937,4,4.59096437365715
4,26999,20,198,28,0,1,0,1,207,190,5,59825,6,4.43136376415899
4,48894,39,361,28,0,1,0,1,219,381,5,12843,4,4.68926445046446
4,5999,13,87,4,0,1,0,1,211,56,0,205507,17,3.77815125038364
4,25997,13,256,30,0,1,3,2,207,177,4,236601,8,4.41493993941802
4,40932,39,248,13,0,1,0,1,314,205,3,19096,7,4.61207357547107
4,43487,39,210,13,0,1,0,4,193,429,3,365,2,4.6383694350524
4,6888,39,210,13,0,0,0,1,148,139,3,196590,22,3.83815618475215
4,32999,39,309,28,0,1,0,3,240,190,5,59464,7,4.51851393987789
4,17990,13,87,4,0,1,0,3,155,131,0,90797,8,4.25505530355744
4,34990,15,250,28,0,1,4,1,228,258,5,130813,8,4.54395635426559
4,41990,47,397,28,0,1,0,1,247,433,5,76532,6,4.62315621732216
6,23999,13,175,7,0,1,2,1,314,139,1,176909,9,4.38021124171161
4,62990,39,306,12,0,1,2,2,159,313,2,53810,5,4.79927850295274
4,16999,22,277,30,0,0,2,1,148,95,4,193000,9,4.23044892137827
4,41990,20,198,28,0,1,3,1,207,90,5,23301,4,4.62315621732216
4,6999,23,150,13,0,1,0,1,228,148,3,221000,20,3.84509804001426
4,21999,22,277,30,0,0,3,2,136,195,4,178097,11,4.34242268082221
4,35868,39,248,13,0,1,0,3,159,308,3,23257,4,4.55471926905021
4,21999,13,256,30,0,1,3,2,136,437,4,206732,10,4.34242268082221
4,54950,39,306,12,0,1,2,2,207,429,2,88454,6,4.73997560013586
4,14999,33,334,28,0,1,4,3,240,90,5,133853,14,4.17609125905568
4,43990,20,236,30,0,1,3,2,207,261,4,101812,5,4.64336383443755
6,47999,55,482,28,0,1,4,2,240,306,5,116155,11,4.68124123737559
6,56888,21,421,13,0,1,2,1,173,450,3,85098,6,4.75502829976709
4,24990,22,312,28,0,1,3,2,219,131,5,245713,13,4.39778363450951
4,19987,21,149,4,0,1,0,1,207,204,0,19296,3,4.30076934077055
4,33990,23,150,13,0,1,0,1,294,446,3,77769,6,4.5313639415202
6,18990,39,336,28,0,1,3,1,247,533,5,180000,12,4.27854783377585
6,54950,55,482,28,0,1,4,2,247,534,5,80000,10,4.73997560013586
4,11900,13,83,28,0,1,4,2,207,300,5,167404,12,4.07558345519381
4,9990,39,333,30,0,0,2,1,159,139,4,203255,26,3.99960895897142
4,35950,25,278,28,0,1,0,1,314,433,5,22923,3,4.55571097506499
4,37990,29,314,28,0,1,0,2,211,446,5,26504,7,4.57968072521479
4,29888,39,333,30,0,0,2,1,157,286,4,51800,6,4.47551138503771
4,26888,20,240,28,0,1,0,2,334,504,5,84843,9,4.4295746511427
4,11747,29,348,30,0,0,2,2,207,429,4,337240,16,4.06996393785076
4,19999,21,188,13,0,1,0,1,198,190,3,95747,8,4.30102999566398
6,11790,14,274,28,0,1,3,1,99,199,5,204205,17,4.07155063936693
4,17999,39,210,4,0,1,0,1,207,50,0,97487,9,4.25527250510331
4,25999,39,481,28,0,1,3,2,207,136,5,299603,13,4.41497334797082
4,48950,39,333,30,0,1,2,2,349,476,4,12400,3,4.6897615682545
4,37290,21,188,4,0,1,0,1,219,184,0,22857,3,4.57160402961121
4,35990,17,258,28,0,1,0,1,247,337,5,56225,4,4.55619391357285
4,9798,29,49,4,0,0,0,2,198,205,0,129245,13,3.99118175766787
4,28990,26,239,12,0,0,0,2,53,204,2,151295,8,4.46226319593422
4,29995,15,218,28,0,1,0,1,177,417,5,63332,5,4.477063344928
6,19999,39,481,28,0,0,3,2,159,382,5,401300,23,4.30102999566398
6,27990,20,236,30,0,1,3,2,148,195,4,205997,14,4.44701841424766
4,34990,20,198,28,0,1,0,1,127,337,5,41719,4,4.54395635426559
4,24990,14,224,28,0,1,0,1,86,266,5,54581,4,4.39778363450951
4,24999,29,260,28,0,0,0,3,159,190,5,24559,6,4.39794000867204
4,49888,33,334,28,0,1,4,3,247,286,5,48187,6,4.69800479881121
4,7490,23,127,4,0,1,0,1,173,139,0,320734,11,3.87453979707101
4,35850,23,350,28,0,1,0,1,222,308,5,10136,4,4.55450127404635
4,39880,18,251,28,0,1,4,1,88,321,5,21419,7,4.60076603953523
4,39990,22,312,28,0,1,3,2,314,313,5,101530,8,4.60196226407481
4,29990,22,241,28,0,1,4,1,198,281,5,76522,9,4.47699094682793
4,27490,42,347,4,0,1,0,3,139,258,0,69093,10,4.43919053782757
4,19868,21,149,4,0,1,0,1,207,308,0,24962,4,4.29817600976655
4,23990,39,333,30,0,1,3,2,240,307,4,327316,11,4.38004835073693
4,23832,17,189,4,0,1,0,1,173,205,0,64599,5,4.37717871299024
4,25990,15,250,28,0,1,0,1,211,452,5,73743,8,4.41482298924042
4,11999,8,104,28,0,1,0,1,124,90,5,204242,12,4.07918124604763
4,33990,40,382,28,0,1,0,2,98,204,5,114199,7,4.5313639415202
4,35990,22,191,28,0,1,0,1,207,337,5,20805,6,4.55619391357285
6,38990,18,251,28,0,1,4,1,219,412,5,64933,6,4.59096437365715
4,8990,26,264,28,0,1,0,3,207,193,5,182000,13,3.95380799766531
4,25990,25,245,28,0,1,0,1,240,381,5,17670,4,4.41482298924042
4,20990,17,90,13,0,1,0,1,159,401,3,94979,7,4.3220331286318
4,29990,22,191,28,0,1,0,1,314,337,5,32351,6,4.47699094682793
